time,Vbus(V),Ibus(A),Power(W),Vd+(V),Vd-(V),energy(Wh),temperature(��),,,,,,,
03:24.2,5.0253,0.0132,0.0666,3.02,0.004,,,5.0242,0.0132,0.0664,3.021,0.006,,
03:24.3,5.0251,0.0132,0.0665,3.043,0.024,,,5.0242,0.0132,0.0664,3.043,0.011,,
03:24.4,5.0253,0.0132,0.0664,2.497,0.011,,,5.0242,0.0132,0.0664,3.06,2.587,,
03:24.5,5.0254,0.0132,0.0665,3.051,0.009,,,5.0242,0.0132,0.0664,3.022,1.478,0.0446,27.5
03:24.6,5.0252,0.0132,0.0665,3.044,0.043,,,5.0241,0.0132,0.0664,3.098,0.006,,
03:24.7,5.0253,0.0132,0.0665,3.034,0.004,,,5.0241,0.0132,0.0664,3.048,0.016,,
03:24.8,5.0254,0.0132,0.0665,3.07,0.006,,,5.0241,0.0132,0.0664,3.043,0.042,,
03:24.9,5.0253,0.0132,0.0664,3.038,0.019,,,5.0242,0.0132,0.0664,3.035,0.004,,
03:24.0,5.0253,0.0132,0.0664,2.498,2.546,,,5.0242,0.0132,0.0664,3.075,3.246,,
03:25.1,5.0253,0.0132,0.0665,3.039,0.028,0.0266,28,5.0241,0.0132,0.0664,0.824,0.008,,
03:25.2,5.0254,0.0132,0.0664,3.041,0.613,,,5.0242,0.0132,0.0665,3.183,0.005,,
03:25.3,5.0253,0.0132,0.0664,2.035,0.015,,,5.0242,0.0132,0.0664,3.049,0.022,,
03:25.4,5.0251,0.0132,0.0664,3.055,0.009,,,5.0241,0.0132,0.0664,3.043,0.009,,
03:25.5,5.025,0.0132,0.0664,3.045,0.32,,,5.0242,0.0132,0.0665,3.053,0.016,0.0446,27.4
03:25.6,5.025,0.0132,0.0664,3.043,0.632,,,5.0242,0.0132,0.0665,3.04,0.011,,
03:25.7,5.0252,0.0132,0.0664,2.096,0.006,,,5.0242,0.0132,0.0664,3.041,0.003,,
03:25.8,5.0254,0.0132,0.0665,3.036,0.004,,,5.0242,0.0132,0.0664,3.083,0.249,,
03:25.9,5.0253,0.0132,0.0664,0.727,0.005,,,5.0242,0.0132,0.0664,3.097,0.006,,
03:25.0,5.0253,0.0132,0.0665,3.037,0.016,,,5.0242,0.0132,0.0664,3.035,0.005,,
03:26.1,5.0253,0.0132,0.0665,2.46,0.014,0.0266,27.4,5.0242,0.0132,0.0664,3.031,0.051,,
03:26.2,5.0254,0.0132,0.0664,3.038,0.013,,,5.0242,0.0132,0.0664,3.044,0.031,,
03:26.3,5.0253,0.0132,0.0664,3.041,0.003,,,5.0242,0.0132,0.0664,3.047,0.006,,
03:26.4,5.0253,0.0132,0.0664,3.042,0.33,,,5.0242,0.0132,0.0664,3.038,0.029,,
03:26.5,5.0253,0.0132,0.0664,3.111,0.006,,,5.0242,0.0132,0.0664,3.031,0.004,0.0446,26.8
03:26.6,5.0254,0.0132,0.0665,3.03,0.004,,,5.0242,0.0132,0.0664,3.038,0.007,,
03:26.7,5.0253,0.0132,0.0664,3.077,0.003,,,5.0242,0.0132,0.0664,3.125,0.004,,
03:26.8,5.0253,0.0132,0.0664,3.026,0.008,,,5.0241,0.0132,0.0665,3.048,0.01,,
03:26.9,5.0252,0.0132,0.0665,2.173,0.009,,,5.0241,0.0132,0.0664,3.032,0.005,,
03:26.0,5.0253,0.0132,0.0664,3.046,0.021,,,5.0242,0.0132,0.0664,2.941,1.386,,
03:27.1,5.0252,0.0132,0.0664,3.032,0.003,0.0266,27.7,5.0242,0.0132,0.0664,3.074,1.866,,
03:27.2,5.0253,0.0132,0.0666,3.023,0.004,,,5.0242,0.0132,0.0665,2.456,0.011,,
03:27.3,5.0254,0.0133,0.0666,3.221,0.009,,,5.0242,0.0132,0.0664,3.043,0.003,,
03:27.4,5.0254,0.0132,0.0665,3.023,0.003,,,5.0242,0.0132,0.0664,3.071,0.003,,
03:27.5,5.0254,0.0132,0.0664,2.894,0.013,,,5.0242,0.0132,0.0664,3.047,0.667,0.0447,27.5
03:27.6,5.0254,0.0132,0.0664,3.272,0.08,,,5.0242,0.0132,0.0664,3.042,0.004,,
03:27.7,5.0254,0.0132,0.0664,3.04,0.013,,,5.0241,0.0132,0.0664,3.028,0.004,,
03:27.8,5.0253,0.0132,0.0665,3.036,0.184,,,5.0242,0.0132,0.0664,3.038,0.004,,
03:27.9,5.0253,0.0132,0.0664,0.058,0.161,,,5.0242,0.0132,0.0664,3.097,2.542,,
03:27.0,5.0253,0.0132,0.0665,3.058,0.295,,,5.0242,0.0133,0.0666,2.508,0.013,,
03:28.1,5.0253,0.0132,0.0664,0.557,0.011,0.0266,27.3,5.0241,0.0133,0.0666,3.053,0.022,,
03:28.2,5.0253,0.0132,0.0664,2.656,0.016,,,5.0242,0.0132,0.0664,3.128,0.004,,
03:28.3,5.0252,0.0132,0.0664,3.042,0.017,,,5.0241,0.0132,0.0664,3.065,0.005,,
03:28.4,5.0253,0.0132,0.0664,3.026,0.019,,,5.0241,0.0132,0.0665,2.98,0.005,,
03:28.5,5.0252,0.0132,0.0664,3.046,0.012,,,5.0242,0.0132,0.0664,2.484,0.013,0.0447,27.7
03:28.6,5.0252,0.0132,0.0665,2.563,0.005,,,5.0241,0.0132,0.0665,0.731,0.029,,
03:28.7,5.0251,0.0133,0.0666,0.759,0.017,,,5.0242,0.0132,0.0665,3.07,0.005,,
03:28.8,5.0252,0.0132,0.0665,0.84,0.668,,,5.0242,0.0132,0.0666,2.53,0.009,,
03:28.9,5.0253,0.0132,0.0665,3.044,0.006,,,5.0241,0.0132,0.0665,3.259,0.003,,
03:28.0,5.0253,0.0132,0.0664,2.453,0.012,,,5.0241,0.0132,0.0665,3.053,0.004,,
03:29.1,5.0252,0.0132,0.0664,3.035,0.007,0.0266,27.8,5.0242,0.0132,0.0665,3.065,0.69,,
03:29.2,5.0249,0.0132,0.0665,3.093,0.013,,,5.0242,0.0132,0.0664,3.035,0.005,,
03:29.3,5.0246,0.0132,0.0665,3.037,0.014,,,5.0242,0.0132,0.0664,3.04,3.107,,
03:29.4,5.0247,0.0132,0.0665,3.049,0.005,,,5.0242,0.0132,0.0664,2.146,0.012,,
03:29.5,5.0248,0.0132,0.0666,3.054,0.014,,,5.0241,0.0132,0.0665,1.256,0.007,0.0447,27.6
03:29.6,5.0249,0.0132,0.0664,1.763,0.661,,,5.0242,0.0132,0.0664,3.037,0.125,,
03:29.7,5.0249,0.0132,0.0664,3.05,0.029,,,5.0242,0.0132,0.0664,3.032,0.016,,
03:29.8,5.0249,0.0132,0.0664,2.469,0.004,,,5.0241,0.0132,0.0664,3.064,0.003,,
03:29.9,5.0248,0.0132,0.0665,3.015,0.009,,,5.0242,0.0132,0.0664,3.045,0.008,,
03:29.0,5.0249,0.0132,0.0664,1.139,0.011,,,5.0242,0.0132,0.0664,3.025,0.005,,
03:30.1,5.0248,0.0132,0.0665,0.163,0.019,0.0266,27,5.0242,0.0132,0.0664,3.033,0.01,,
03:30.2,5.0249,0.0132,0.0665,0.795,0.005,,,5.0241,0.0132,0.0665,3.047,0.014,,
03:30.3,5.0249,0.0132,0.0665,3.051,0.027,,,5.0242,0.0132,0.0664,3.041,3.141,,
03:30.4,5.0246,0.0132,0.0665,3.073,0.005,,,5.0242,0.0132,0.0665,3.046,0.355,,
03:30.5,5.0244,0.0132,0.0664,3.054,0.008,,,5.0242,0.0132,0.0665,3.047,0.011,0.0447,26.3
03:30.6,5.0244,0.0132,0.0664,3.028,0.004,,,5.0242,0.0132,0.0664,3.029,1.656,,
03:30.7,5.0243,0.0132,0.0664,3.055,0.008,,,5.0242,0.0132,0.0665,2.999,0.01,,
03:30.8,5.0244,0.0132,0.0664,3.083,0.011,,,5.0242,0.0132,0.0664,2.977,0.01,,
03:30.9,5.0243,0.0132,0.0664,3.058,0.009,,,5.0242,0.0132,0.0665,3.042,0.021,,
03:30.0,5.0245,0.0132,0.0665,3.049,0.02,,,5.0242,0.0132,0.0664,2.485,0.017,,
03:31.1,5.0246,0.0132,0.0665,3.038,0.01,0.0267,27,5.0242,0.0132,0.0664,3.039,0.01,,
03:31.2,5.0247,0.0132,0.0664,2.371,0.555,,,5.0242,0.0132,0.0664,3.052,0.052,,
03:31.3,5.0247,0.0132,0.0664,3.021,0.006,,,5.0242,0.0132,0.0665,3.054,0.015,,
03:31.4,5.0248,0.0132,0.0665,0.165,0.011,,,5.0242,0.0132,0.0665,0.604,2.648,,
03:31.5,5.0248,0.0132,0.0664,3.051,0.003,,,5.0242,0.0132,0.0665,3.028,0.007,0.0447,27.4
03:31.6,5.0249,0.0132,0.0665,1.267,0.01,,,5.0241,0.0132,0.0665,3.186,0.517,,
03:31.7,5.025,0.0132,0.0664,3.045,0.008,,,5.0241,0.0133,0.0666,3.009,0.009,,
03:31.8,5.025,0.0132,0.0664,3.061,0.015,,,5.0242,0.0133,0.0667,3.069,0.007,,
03:31.9,5.0253,0.0132,0.0664,3.042,0.007,,,5.0242,0.0132,0.0665,3.032,0.239,,
03:31.0,5.0254,0.0132,0.0665,3.05,0.004,,,5.0242,0.0132,0.0665,3.053,0.133,,
03:32.1,5.0254,0.0132,0.0665,3.037,2.961,0.0267,27.9,5.0242,0.0132,0.0665,3.061,0.018,,
03:32.2,5.0254,0.0132,0.0665,3.054,0.004,,,5.0242,0.0132,0.0664,0.978,0.229,,
03:32.3,5.0253,0.0132,0.0664,3.052,0.007,,,5.0242,0.0132,0.0665,2.942,0.013,,
03:32.4,5.0253,0.0132,0.0665,2.585,1.212,,,5.0242,0.0132,0.0664,3.003,0.009,,
03:32.5,5.0254,0.0132,0.0664,0.7,0.017,,,5.0241,0.0132,0.0664,0.126,0.016,0.0447,27.1
03:32.6,5.0254,0.0132,0.0664,2.928,0.006,,,5.0241,0.0133,0.0668,3.084,0.003,,
03:32.7,5.0254,0.0132,0.0665,2.88,0.014,,,5.0242,0.0134,0.0673,3.041,0.01,,
03:32.8,5.0254,0.0132,0.0665,3.064,0.004,,,5.0241,0.0134,0.0673,3.04,0.005,,
03:32.9,5.0254,0.0132,0.0664,3.059,0.755,,,5.0242,0.0134,0.0673,3.039,0.013,,
03:32.0,5.0254,0.0132,0.0665,3.022,2.648,,,5.0241,0.0134,0.0673,3.046,0.024,,
03:33.1,5.0254,0.0132,0.0665,2.957,0.015,0.0267,27.9,5.0242,0.0133,0.067,3.057,0.568,,
03:33.2,5.0254,0.0132,0.0665,2.585,0.027,,,5.0242,0.0133,0.0671,2.445,0.023,,
03:33.3,5.0254,0.0132,0.0665,3.212,0.002,,,5.0242,0.0133,0.067,3.043,0.016,,
03:33.4,5.0254,0.0132,0.0664,3.044,0.008,,,5.0242,0.0133,0.0669,3.049,0.016,,
03:33.5,5.0254,0.0132,0.0665,3.045,0.002,,,5.0242,0.0133,0.0668,3.024,0.007,0.0448,28.3
03:33.6,5.0254,0.0132,0.0665,3.055,0.004,,,5.0242,0.0133,0.0668,3.059,0.022,,
03:33.7,5.0253,0.0132,0.0664,3.032,0.004,,,5.0242,0.0133,0.0667,1.774,0.005,,
03:33.8,5.0253,0.0132,0.0664,2.201,0.005,,,5.0242,0.0133,0.0666,3.06,0.003,,
03:33.9,5.0253,0.0132,0.0664,3.038,0.006,,,5.0241,0.0132,0.0665,3.025,2.399,,
03:33.0,5.0254,0.0132,0.0666,3.23,0.007,,,5.0242,0.0132,0.0664,3.168,2.469,,
03:34.1,5.0252,0.0133,0.0666,3.022,2.24,0.0267,27.2,5.0242,0.0132,0.0664,2.645,0.021,,
03:34.2,5.025,0.0134,0.0672,3.043,3.162,,,5.0242,0.0132,0.0664,3.041,0.004,,
03:34.3,5.0247,0.0134,0.0673,3.059,0.531,,,5.0242,0.0132,0.0664,3.045,0.018,,
03:34.4,5.0245,0.0134,0.0672,3.046,0.036,,,5.0241,0.0132,0.0664,3.068,0.667,,
03:34.5,5.0245,0.0134,0.0673,3.064,0.668,,,5.0241,0.0132,0.0665,0.694,0.027,0.0448,26.9
03:34.6,5.0246,0.0134,0.0673,0.022,0.008,,,5.0241,0.0132,0.0666,0.646,2.413,,
03:34.7,5.0246,0.0134,0.0673,3.023,0.006,,,5.0242,0.0132,0.0664,3.016,2.196,,
03:34.8,5.0246,0.0134,0.0673,3.042,0.009,,,5.0241,0.0132,0.0664,3.021,0.012,,
03:34.9,5.0246,0.0134,0.0672,3.05,0.539,,,5.0242,0.0132,0.0664,3.038,0.005,,
03:34.0,5.0246,0.0134,0.0672,3.054,0.008,,,5.0242,0.0132,0.0665,3.028,0.006,,
03:35.1,5.0245,0.0134,0.0673,3.055,0.616,0.0267,27.9,5.0241,0.0132,0.0665,3.055,0.022,,
03:35.2,5.0246,0.0134,0.0672,3.039,0.012,,,5.0242,0.0132,0.0664,3.084,0.622,,
03:35.3,5.0247,0.0134,0.0672,3.062,0.14,,,5.0242,0.0133,0.0666,2.374,0.015,,
03:35.4,5.0246,0.0134,0.0671,3.04,0.007,,,5.0242,0.0132,0.0664,3.042,0.008,,
03:35.5,5.0244,0.0133,0.0671,3.052,0.005,,,5.0242,0.0132,0.0664,3.082,0.606,0.0448,26.5
03:35.6,5.0243,0.0133,0.0669,2.69,0.021,,,5.0242,0.0132,0.0664,3.028,0.01,,
03:35.7,5.0244,0.0133,0.0667,2.912,0.005,,,5.0242,0.0132,0.0665,3.034,0.003,,
03:35.8,5.0244,0.0133,0.0667,3.083,0.015,,,5.0242,0.0132,0.0664,3.032,0.176,,
03:35.9,5.0244,0.0132,0.0666,0.141,0.015,,,5.0241,0.0132,0.0664,3.042,0.013,,
03:35.0,5.0244,0.0132,0.0665,0.416,0.008,,,5.0241,0.0132,0.0664,3.052,0.008,,
03:36.1,5.0244,0.0132,0.0664,3.068,0.005,0.0268,27.4,5.0242,0.0132,0.0664,3.058,0.011,,
03:36.2,5.0244,0.0132,0.0664,3.022,0.005,,,5.0241,0.0132,0.0664,0.07,2.488,,
03:36.3,5.0244,0.0132,0.0664,3.087,0.008,,,5.0242,0.0132,0.0664,3.038,0.006,,
03:36.4,5.0245,0.0132,0.0665,3.029,0.006,,,5.0242,0.0132,0.0664,3.038,0.007,,
03:36.5,5.0245,0.0132,0.0664,3.038,2.126,,,5.0241,0.0132,0.0665,3.035,0.004,0.0448,27.9
03:36.6,5.0243,0.0132,0.0664,3.056,0.163,,,5.0242,0.0132,0.0665,3.047,1.726,,
03:36.7,5.0244,0.0132,0.0664,3.06,0.027,,,5.0242,0.0132,0.0664,3.044,0.014,,
03:36.8,5.0245,0.0132,0.0665,3.04,0.01,,,5.0242,0.0132,0.0664,3.015,0.007,,
03:36.9,5.0244,0.0132,0.0665,3.068,0.126,,,5.0241,0.0132,0.0665,0.762,0.014,,
03:36.0,5.0245,0.0133,0.0667,3.037,0.005,,,5.0242,0.0132,0.0665,3.05,0.009,,
03:37.1,5.0245,0.0133,0.0666,3.061,0.005,0.0268,27.5,5.0242,0.0132,0.0665,3.031,0.121,,
03:37.2,5.0244,0.0132,0.0665,2.582,0.014,,,5.0242,0.0132,0.0665,3.032,0.007,,
03:37.3,5.0244,0.0132,0.0665,3.049,2.66,,,5.0242,0.0132,0.0664,2.584,0.037,,
03:37.4,5.0245,0.0132,0.0664,3.04,0.629,,,5.0242,0.0132,0.0664,3.048,0.002,,
03:37.5,5.0246,0.0132,0.0664,3.028,0.003,,,5.0242,0.0132,0.0664,3.051,0.015,0.0448,26.5
03:37.6,5.0246,0.0132,0.0664,3.042,0.005,,,5.0242,0.0132,0.0664,3.044,0.098,,
03:37.7,5.0246,0.0132,0.0665,3.075,0.068,,,5.0242,0.0132,0.0664,3.076,0.65,,
03:37.8,5.0246,0.0132,0.0664,3.126,0.007,,,5.0241,0.0132,0.0664,3.281,0.01,,
03:37.9,5.0247,0.0132,0.0665,3.152,0.004,,,5.0242,0.0132,0.0664,3.024,0.019,,
03:37.0,5.0247,0.0132,0.0665,2.557,0.006,,,5.0242,0.0132,0.0664,3.026,0.003,,
03:38.1,5.0248,0.0132,0.0664,3.047,0.019,0.0268,27.4,5.0242,0.0132,0.0664,3.015,0.011,,
03:38.2,5.0248,0.0132,0.0665,3.034,0.572,,,5.0242,0.0132,0.0664,3.047,0.006,,
03:38.3,5.0247,0.0132,0.0664,3.058,0.665,,,5.0242,0.0132,0.0664,3.042,0.004,,
03:38.4,5.0248,0.0132,0.0665,3.042,0.005,,,5.0241,0.0132,0.0664,3.053,0.021,,
03:38.5,5.025,0.0132,0.0664,3.129,0.03,,,5.0242,0.0132,0.0664,3.077,0.725,0.0449,27.9
03:38.6,5.0252,0.0132,0.0664,3.017,0.594,,,5.0241,0.0132,0.0664,2.547,0.046,,
03:38.7,5.0252,0.0132,0.0664,3.015,0.006,,,5.0242,0.0132,0.0665,3.035,0.012,,
03:38.8,5.0253,0.0132,0.0665,3.046,0.005,,,5.0242,0.0132,0.0664,3.011,0.004,,
03:38.9,5.0254,0.0132,0.0665,3.033,2.392,,,5.0242,0.0132,0.0665,2.738,0.006,,
03:38.0,5.0253,0.0132,0.0665,3.047,0.053,,,5.0242,0.0132,0.0664,3.155,0.005,,
03:39.1,5.0251,0.0132,0.0665,3.031,0.005,0.0268,27.8,5.0242,0.0132,0.0665,3.037,0.026,,
03:39.2,5.0248,0.0132,0.0665,3.032,0.005,,,5.0241,0.0132,0.0664,3.077,0.016,,
03:39.3,5.0245,0.0132,0.0664,3.046,0.005,,,5.0242,0.0132,0.0664,3.024,0.663,,
03:39.4,5.0243,0.0132,0.0664,3.038,0.382,,,5.0242,0.0132,0.0664,3.09,0.184,,
03:39.5,5.0244,0.0132,0.0664,3.073,0.53,,,5.0242,0.0132,0.0664,3.028,0.003,0.0449,27.5
03:39.6,5.0245,0.0132,0.0665,3.04,0.005,,,5.0241,0.0132,0.0665,3.017,0.006,,
03:39.7,5.0246,0.0132,0.0664,3.04,1.101,,,5.0241,0.0132,0.0665,3.023,0.003,,
03:39.8,5.0247,0.0132,0.0664,3.056,0.008,,,5.0242,0.0132,0.0665,2.81,0.005,,
03:39.9,5.0247,0.0132,0.0664,3.075,0.663,,,5.0241,0.0132,0.0664,3.042,2.392,,
03:39.0,5.0248,0.0132,0.0665,0.73,0.008,,,5.0241,0.0132,0.0664,3.051,0.002,,
03:40.1,5.0248,0.0132,0.0665,0.845,2.476,0.0268,27.2,5.0242,0.0132,0.0665,0.711,0.516,,
03:40.2,5.0246,0.0132,0.0664,2.439,2.581,,,5.0241,0.0132,0.0664,3.057,0.012,,
03:40.3,5.0245,0.0132,0.0665,2.927,0.009,,,5.0242,0.0132,0.0664,3.073,0.003,,
03:40.4,5.0243,0.0132,0.0664,2.783,0.006,,,5.0241,0.0132,0.0664,3.025,0.026,,
03:40.5,5.0242,0.0132,0.0664,3.05,0.009,,,5.0242,0.0132,0.0666,3.074,0.004,0.0449,27.4
03:40.6,5.0243,0.0132,0.0664,3.046,0.018,,,5.0242,0.0132,0.0664,0.56,0.017,,
03:40.7,5.0243,0.0132,0.0664,3.035,2.145,,,5.0242,0.0132,0.0664,3.049,0.014,,
03:40.8,5.0244,0.0132,0.0664,0.727,0.008,,,5.0241,0.0132,0.0664,3.067,0.401,,
03:40.9,5.0243,0.0132,0.0665,0.217,0.011,,,5.0242,0.0132,0.0664,2.718,0.351,,
03:40.0,5.0244,0.0133,0.0667,0.688,0.005,,,5.0242,0.0132,0.0664,3.048,0.011,,
03:41.1,5.0245,0.0133,0.0667,3.052,0.015,0.0268,27.5,5.0241,0.0132,0.0664,3.182,0.004,,
03:41.2,5.0246,0.0132,0.0666,2.497,0.02,,,5.0242,0.0132,0.0664,3.031,0.047,,
03:41.3,5.0247,0.0132,0.0665,3.03,0.01,,,5.0242,0.0132,0.0664,3.044,0.005,,
03:41.4,5.0247,0.0132,0.0664,3.048,0.044,,,5.0243,0.0132,0.0665,3.068,0.004,,
03:41.5,5.0247,0.0132,0.0664,3.022,0.008,,,5.0243,0.0132,0.0665,3.058,0.706,0.0449,28
03:41.6,5.0249,0.0132,0.0665,0.564,0.537,,,5.0241,0.0132,0.0664,3.04,0.022,,
03:41.7,5.025,0.0132,0.0664,3.047,0.008,,,5.0242,0.0132,0.0664,3.019,0.081,,
03:41.8,5.0253,0.0132,0.0664,2.438,1.428,,,5.0241,0.0132,0.0665,3.022,0.012,,
03:41.9,5.0253,0.0132,0.0664,3.038,0.013,,,5.0242,0.0132,0.0665,3.057,0.012,,
03:41.0,5.0254,0.0132,0.0664,2.722,0.009,,,5.0241,0.0132,0.0665,3.065,0.005,,
03:42.1,5.0254,0.0132,0.0665,3.024,0.038,0.0269,27.8,5.0242,0.0132,0.0664,3.039,0.018,,
03:42.2,5.0254,0.0132,0.0664,3.048,0.005,,,5.0242,0.0132,0.0664,3.171,3.047,,
03:42.3,5.0254,0.0132,0.0665,3.054,0.007,,,5.0242,0.0132,0.0664,3.03,0.015,,
03:42.4,5.0254,0.0132,0.0665,3.037,0.007,,,5.0242,0.0132,0.0664,3.044,0.002,,
03:42.5,5.0254,0.0132,0.0665,3.057,0.008,,,5.0241,0.0132,0.0664,3.065,2.626,0.0449,27.3
03:42.6,5.0254,0.0132,0.0664,3.032,0.008,,,5.0241,0.0132,0.0664,3.016,0.006,,
03:42.7,5.0253,0.0132,0.0665,3.035,0.119,,,5.0242,0.0132,0.0665,3.029,0.009,,
03:42.8,5.0254,0.0132,0.0664,3.04,0.012,,,5.0242,0.0132,0.0664,3.032,0.019,,
03:42.9,5.0254,0.0132,0.0664,2.467,0.009,,,5.0242,0.0132,0.0665,3.045,0.007,,
03:42.0,5.0254,0.0132,0.0664,3.04,0.035,,,5.0242,0.0132,0.0664,3.209,1.299,,
03:43.1,5.0254,0.0132,0.0665,3.035,0.007,0.0269,27.7,5.0242,0.0132,0.0664,3.056,2.305,,
03:43.2,5.0254,0.0132,0.0664,3.042,0.265,,,5.0242,0.0132,0.0665,3.051,0.253,,
03:43.3,5.0254,0.0132,0.0665,2.472,0.537,,,5.0241,0.0132,0.0664,3.016,0.012,,
03:43.4,5.0254,0.0132,0.0664,3.053,0.006,,,5.0242,0.0132,0.0664,2.724,0.012,,
03:43.5,5.0254,0.0132,0.0664,3.049,0.862,,,5.0242,0.0132,0.0664,3.043,0.033,0.0449,27.8
03:43.6,5.0254,0.0132,0.0664,3.029,0.007,,,5.0242,0.0132,0.0664,3.025,0.022,,
03:43.7,5.0254,0.0132,0.0664,3.036,0.163,,,5.0242,0.0132,0.0664,3.049,0.009,,
03:43.8,5.0253,0.0132,0.0664,3.052,2.676,,,5.0241,0.0132,0.0664,2.561,2.671,,
03:43.9,5.0254,0.0132,0.0664,3.049,0.008,,,5.0241,0.0132,0.0664,2.862,0.118,,
03:43.0,5.0254,0.0132,0.0664,3.042,0.007,,,5.0242,0.0132,0.0664,0.738,0.028,,
03:44.1,5.0252,0.0132,0.0664,1.79,0.53,0.0269,27,5.0242,0.0132,0.0665,3.049,0.008,,
03:44.2,5.0251,0.0132,0.0664,3.204,0.006,,,5.0242,0.0132,0.0664,2.654,2.368,,
03:44.3,5.0248,0.0132,0.0664,3.044,0.012,,,5.0242,0.0132,0.0664,3.049,0.018,,
03:44.4,5.025,0.0132,0.0665,3.033,0.004,,,5.0241,0.0132,0.0664,3.058,0.006,,
03:44.5,5.0249,0.0132,0.0664,3.048,0.008,,,5.0242,0.0132,0.0664,3.04,0.433,0.045,27.9
03:44.6,5.0251,0.0132,0.0664,2.796,2.649,,,5.0242,0.0132,0.0665,2.552,2.628,,
03:44.7,5.0252,0.0132,0.0664,3.051,2.662,,,5.0241,0.0132,0.0664,3.037,0.007,,
03:44.8,5.0253,0.0132,0.0664,3.044,0.008,,,5.0242,0.0132,0.0664,3.048,0.618,,
03:44.9,5.0251,0.0132,0.0665,0.688,0.033,,,5.0241,0.0132,0.0664,3.039,0.043,,
03:44.0,5.0252,0.0132,0.0664,3.218,0.608,,,5.0242,0.0132,0.0665,3.199,0.024,,
03:45.1,5.0253,0.0132,0.0664,3.04,0.012,0.0269,28,5.0242,0.0132,0.0664,3.044,0.023,,
03:45.2,5.0253,0.0132,0.0664,3.035,0.016,,,5.0242,0.0132,0.0664,3.035,0.006,,
03:45.3,5.0252,0.0132,0.0666,3.034,0.008,,,5.0242,0.0132,0.0664,3.044,0.009,,
03:45.4,5.0253,0.0132,0.0664,3.043,0.005,,,5.0242,0.0132,0.0664,3.017,0.537,,
03:45.5,5.0249,0.0133,0.0666,3.043,0.008,,,5.0242,0.0132,0.0665,0.441,0.015,0.045,27.1
03:45.6,5.0246,0.0133,0.0667,3.063,0.008,,,5.0242,0.0132,0.0664,3.04,0.015,,
03:45.7,5.0247,0.0132,0.0665,0.689,0.013,,,5.0241,0.0132,0.0664,3.053,0.011,,
03:45.8,5.0249,0.0132,0.0664,3.216,0.408,,,5.0242,0.0132,0.0664,3.03,0.012,,
03:45.9,5.0248,0.0132,0.0664,3.062,0.006,,,5.0241,0.0132,0.0664,3.051,0.012,,
03:45.0,5.0249,0.0132,0.0665,3.026,0.011,,,5.0241,0.0132,0.0664,3.017,0.005,,
03:46.1,5.0248,0.0132,0.0664,3.033,0.003,0.0269,27.5,5.0242,0.0132,0.0664,3.038,0.006,,
03:46.2,5.0249,0.0132,0.0664,3.044,0.004,,,5.0242,0.0132,0.0663,2.45,0.347,,
03:46.3,5.025,0.0132,0.0664,3.052,0.033,,,5.0242,0.0132,0.0664,3.041,0.052,,
03:46.4,5.0251,0.0132,0.0665,3.061,0.024,,,5.0242,0.0132,0.0665,3.035,0.022,,
03:46.5,5.0252,0.0132,0.0664,0.695,0.014,,,5.0242,0.0132,0.0665,3.027,0.026,0.045,27
03:46.6,5.0254,0.0132,0.0665,3.035,0.003,,,5.0242,0.0132,0.0665,3.038,0.006,,
03:46.7,5.0254,0.0132,0.0665,3.021,0.498,,,5.0242,0.0132,0.0664,3.029,0.009,,
03:46.8,5.0254,0.0132,0.0664,2.945,0.009,,,5.0242,0.0133,0.0666,3.038,0.045,,
03:46.9,5.0254,0.0132,0.0665,3.036,0.004,,,5.0241,0.0133,0.0666,3.039,0.014,,
03:46.0,5.0254,0.0132,0.0664,3.065,0.012,,,5.0241,0.0132,0.0665,2.945,0.006,,
03:47.1,5.0253,0.0132,0.0664,3.039,0.005,0.027,27.7,5.0242,0.0132,0.0664,3.051,0.012,,
03:47.2,5.0254,0.0132,0.0665,3.051,0.03,,,5.0241,0.0132,0.0665,3.028,0.008,,
03:47.3,5.0254,0.0132,0.0664,0.721,0.015,,,5.0241,0.0132,0.0664,3.034,0.017,,
03:47.4,5.0254,0.0132,0.0664,0.136,0.006,,,5.0242,0.0132,0.0664,3.056,0.006,,
03:47.5,5.0253,0.0132,0.0664,3.023,0.039,,,5.0242,0.0132,0.0664,3.041,0.007,0.045,26.1
03:47.6,5.0253,0.0132,0.0664,3.045,0.005,,,5.0242,0.0132,0.0664,3.085,0.003,,
03:47.7,5.0254,0.0132,0.0665,3.055,0.008,,,5.024,0.0132,0.0664,3.062,0.173,,
03:47.8,5.0253,0.0132,0.0665,3.139,0.005,,,5.0241,0.0132,0.0664,0.707,0.646,,
03:47.9,5.0254,0.0132,0.0664,3.046,0.005,,,5.0241,0.0132,0.0665,2.526,0.006,,
03:47.0,5.0254,0.0132,0.0664,3.001,0.007,,,5.0241,0.0133,0.0666,3.033,0.015,,
03:48.1,5.0253,0.0132,0.0665,3.144,3.005,0.027,27.4,5.0242,0.0133,0.0667,3.043,0.018,,
03:48.2,5.0254,0.0132,0.0666,2.936,0.012,,,5.0242,0.0132,0.0665,3.018,0.006,,
03:48.3,5.0254,0.0132,0.0665,3.027,0.026,,,5.0242,0.0132,0.0664,3.031,0.007,,
03:48.4,5.0252,0.0132,0.0665,3.05,0.206,,,5.0241,0.0132,0.0664,2.517,0.006,,
